latitude,longitude,datetime
71.01956,-143.88219,2021-02-27 13:10:24
71.01955,-143.88217,2021-02-27 13:30:25
71.01956,-143.88219,2021-02-27 13:40:25
71.01957,-143.88216,2021-02-27 13:50:25
71.01956,-143.88219,2021-02-27 14:00:54
71.01956,-143.88220,2021-02-27 14:10:26
71.01956,-143.88219,2021-02-27 14:40:26
71.01955,-143.88216,2021-02-27 15:10:26
71.01958,-143.88211,2021-02-27 15:30:28
71.01955,-143.88216,2021-02-27 15:40:26
71.01955,-143.88217,2021-02-27 16:10:25
71.01954,-143.88216,2021-02-27 16:40:25
71.01952,-143.88216,2021-02-27 16:50:24
71.01952,-143.88219,2021-02-27 17:00:24
71.01955,-143.88217,2021-02-27 17:10:54
71.01955,-143.88216,2021-02-27 17:20:26
71.01956,-143.88219,2021-02-27 17:30:25
71.01955,-143.88219,2021-02-27 17:40:25
71.01956,-143.88217,2021-02-27 18:00:26
71.01956,-143.88214,2021-02-27 18:10:26
71.01956,-143.88213,2021-02-27 18:20:26
71.01956,-143.88206,2021-02-27 18:30:26
71.01956,-143.88216,2021-02-27 18:40:26
71.01955,-143.88220,2021-02-27 18:50:26
71.01955,-143.88219,2021-02-27 19:00:26
71.01955,-143.88216,2021-02-27 19:10:26
71.01956,-143.88217,2021-02-27 19:20:35
71.01956,-143.88216,2021-02-27 19:30:26
71.01956,-143.88217,2021-02-27 19:40:24
71.01955,-143.88217,2021-02-27 20:00:25
71.01955,-143.88216,2021-02-27 20:10:25
71.01955,-143.88217,2021-02-27 20:20:25
71.01955,-143.88220,2021-02-27 20:40:25
71.01955,-143.88219,2021-02-27 20:50:26
71.01956,-143.88216,2021-02-27 21:00:25
71.01957,-143.88216,2021-02-27 21:10:25
71.01957,-143.88217,2021-02-27 21:20:25
71.01956,-143.88217,2021-02-27 21:30:25
71.01957,-143.88216,2021-02-27 21:40:26
71.01956,-143.88219,2021-02-27 21:50:26
71.01955,-143.88219,2021-02-27 22:10:26
71.01955,-143.88220,2021-02-27 22:30:25
71.01956,-143.88220,2021-02-27 22:40:26
71.01955,-143.88220,2021-02-27 22:50:26
71.01956,-143.88220,2021-02-27 23:00:26
71.01955,-143.88220,2021-02-27 23:10:26
71.01955,-143.88222,2021-02-27 23:30:24
71.01956,-143.88220,2021-02-27 23:40:25
71.01957,-143.88222,2021-02-27 23:50:25
71.01957,-143.88220,2021-02-28 00:00:25
71.01957,-143.88219,2021-02-28 00:10:25
71.01956,-143.88222,2021-02-28 00:20:24
71.01954,-143.88210,2021-02-28 00:30:26
71.01956,-143.88219,2021-02-28 00:40:26
71.01956,-143.88220,2021-02-28 00:50:54
71.01956,-143.88219,2021-02-28 01:00:26
71.01956,-143.88220,2021-02-28 01:10:25
71.01956,-143.88219,2021-02-28 01:20:25
71.01955,-143.88219,2021-02-28 01:50:26
71.01954,-143.88213,2021-02-28 02:00:28
71.01956,-143.88220,2021-02-28 02:10:27
71.01955,-143.88222,2021-02-28 02:30:26
71.01955,-143.88220,2021-02-28 02:40:26
71.01956,-143.88220,2021-02-28 02:50:26
71.01956,-143.88223,2021-02-28 03:00:26
71.01955,-143.88220,2021-02-28 03:10:25
71.01956,-143.88222,2021-02-28 03:20:24
71.01956,-143.88223,2021-02-28 03:30:25
71.01956,-143.88220,2021-02-28 03:40:25
71.01955,-143.88222,2021-02-28 03:50:25
71.01955,-143.88223,2021-02-28 04:00:54
71.01954,-143.88220,2021-02-28 04:10:26
71.01955,-143.88222,2021-02-28 04:20:24
71.01955,-143.88220,2021-02-28 04:30:25
71.01955,-143.88220,2021-02-28 04:50:25
71.01955,-143.88219,2021-02-28 05:10:27
71.01956,-143.88219,2021-02-28 05:20:26
71.01962,-143.88228,2021-02-28 05:30:25
71.01953,-143.88217,2021-02-28 05:40:25
71.01955,-143.88219,2021-02-28 05:50:27
71.01955,-143.88217,2021-02-28 06:00:26
71.01955,-143.88219,2021-02-28 06:10:25
71.01954,-143.88216,2021-02-28 06:20:26
71.01955,-143.88216,2021-02-28 06:30:26
71.01955,-143.88217,2021-02-28 06:50:25
71.01955,-143.88217,2021-02-28 07:00:24
71.01957,-143.88222,2021-02-28 07:20:26
71.01956,-143.88219,2021-02-28 07:40:54
71.01956,-143.88220,2021-02-28 07:50:26
71.01956,-143.88219,2021-02-28 08:00:25
71.01956,-143.88220,2021-02-28 08:10:25
71.01955,-143.88219,2021-02-28 08:20:25
71.01955,-143.88220,2021-02-28 08:30:25
71.01955,-143.88219,2021-02-28 08:40:25
71.01956,-143.88216,2021-02-28 09:00:25
71.01956,-143.88222,2021-02-28 09:10:25
71.01955,-143.88223,2021-02-28 09:20:26
71.01957,-143.88226,2021-02-28 09:30:26
71.01956,-143.88223,2021-02-28 09:40:25
71.01956,-143.88225,2021-02-28 09:50:26
71.01955,-143.88222,2021-02-28 10:00:54
71.01955,-143.88223,2021-02-28 10:10:26
71.01955,-143.88220,2021-02-28 10:20:25
71.01955,-143.88222,2021-02-28 10:30:25
71.01955,-143.88220,2021-02-28 10:50:25
71.01955,-143.88220,2021-02-28 11:00:25
71.01956,-143.88220,2021-02-28 11:20:24
71.01958,-143.88216,2021-02-28 11:30:25
71.01955,-143.88222,2021-02-28 11:40:24
71.01955,-143.88220,2021-02-28 11:50:25
71.01954,-143.88217,2021-02-28 12:00:25
71.01954,-143.88226,2021-02-28 12:20:55
71.01955,-143.88222,2021-02-28 12:30:26
71.01955,-143.88220,2021-02-28 12:40:26
71.01955,-143.88219,2021-02-28 13:00:26
71.01955,-143.88220,2021-02-28 13:10:25
71.01953,-143.88216,2021-02-28 13:30:28
71.01955,-143.88219,2021-02-28 13:40:26
71.01955,-143.88219,2021-02-28 14:10:25
71.01955,-143.88217,2021-02-28 14:20:25
71.01956,-143.88220,2021-02-28 14:30:25
71.01955,-143.88219,2021-02-28 14:40:26
71.01955,-143.88220,2021-02-28 14:50:24
71.01956,-143.88213,2021-02-28 15:00:25
71.01956,-143.88211,2021-02-28 15:20:25
71.01956,-143.88214,2021-02-28 15:30:25
71.01955,-143.88222,2021-02-28 15:40:55
71.01955,-143.88223,2021-02-28 15:50:26
71.01955,-143.88222,2021-02-28 16:00:26
